id,name,item_type,price,vat_rate,organization_id,org_unit_id,created_date,last_modified_date,created_by,last_modified_by,is_overridden,category_id
204,Morčacia šunka      ,K,1.29,20.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',33
205,Brav. šunka tenká   ,K,2.69,20.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',33
206,Červená cibuľa      ,K,1.19,10.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',5
207,Cherry par.datľ.    ,K,3.99,10.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',5
208,Bravč. páročky750g  ,K,3.99,20.0,3,3,2023-09-29 10:08:43,2024-02-02 12:35:13,2,system,b'\x00',16
209,Mlieko polotučné    ,K,0.95,10.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',9
210,Budapešť. nátierka  ,K,1.29,20.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',14
211,Smotana 30% tuku    ,K,0.95,20.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',15
212,Smíšek Vanilka      ,K,0.59,20.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',39
213,Polomäkký zrej.syr  ,K,2.19,20.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',20
214,Hummus olivy        ,K,1.29,20.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',51
215,Hummus kari         ,K,1.29,20.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',14
216,Niva OGT            ,K,0.99,20.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',20
217,Zakys.smotana 16%   ,K,0.57,10.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',15
218,Toast.celoz.ch.     ,K,0.89,20.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',41
219,Lahôdka z br.karé   ,K,0.89,20.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',20
220,Ľadový šalát        ,K,1.39,10.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',5
221,Plienky XL 6        ,K,6.29,20.0,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00',47
222,EVO Diesel,K,1.7181344148319813,20.0,4,4,2023-09-29 11:08:00,2023-09-29 11:08:14,2,2,b'\x00',71
223,Uhorky šalátové     ,K,0.78,10.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',5
224,Zľava Lidl Plus     ,Z,-0.78,10.0,3,5,2023-10-08 17:02:32,2023-10-08 23:00:49,3,system,b'\x00',49
225,Trubičky kakao      ,K,0.17,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',39
226,Zľava Lidl Plus     ,Z,-0.24,20.0,3,5,2023-10-08 17:02:32,2023-10-08 23:00:49,3,system,b'\x00',49
227,Čerstvé mlieko 1l   ,K,0.99,10.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',9
228,Ringloty tmavé      ,K,2.4932249322493227,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',2
229,Červ.šošovica       ,K,1.49,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',61
230,Bešamelová omáčka   ,K,1.79,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',13
231,Farfalle 3far.500g  ,K,1.99,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',45
232,Smotan. nát. prír.  ,K,1.15,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',14
233,Vajcia voľný výbeh  ,K,3.19,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',24
234,Šunka najvyššej k.  ,K,1.19,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',33
235,Delik.dusená šunka  ,K,2.19,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',33
236,Špagety 3far. 500g  ,K,1.99,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',2
237,Čerst.droždie 42g   ,K,0.25,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',30
238,Jablká Evelina      ,K,2.493506493506493,10.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',17
239,Hubky na riad       ,K,0.49,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',46
240,Paradajky strapco.  ,K,1.9928400954653935,10.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',5
241,"Vreckovky,10x10     ",K,1.09,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',2
242,Tal.sam.Cacciatore  ,K,2.49,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',54
243,Detské vat.tyčinky  ,K,0.75,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',47
244,Mozzarella 125g     ,K,1.99,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',20
245,Zemiaky nesk.2kgB   ,K,2.49,10.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',5
246,Cherry par.st.300g  ,K,2.29,10.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',5
247,Vysočina Pure       ,K,1.19,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',42
248,Paradajky slivkové  ,K,2.49,10.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',5
249,Ementál blok        ,K,4.99,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',20
250,Banány              ,K,1.6939443535188214,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',17
251,Bio citróny 500g    ,K,2.49,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',17
252,Kozmet. tampóny     ,K,0.99,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',62
253,Kaiserka            ,K,0.15,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',41
254,Viaczrn.bezglu.ch.  ,K,2.09,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',41
255,Bagetka svetlá      ,K,0.14,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',26
256,Taštič. višňa-pud.  ,K,0.37,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',39
257,Avokádo 700g        ,K,2.99,20.0,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00',17
258,ZLT Mrkva 750g      ,K,0.49,20.0,2,6,2023-10-16 07:04:42,2023-10-16 07:05:00,3,3,b'\x00',5
259,Zemiaky Šarišské 2kg,K,2.69,10.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',5
260,Pomelo              ,K,2.49,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',17
261,Banány              ,K,1.290018832391714,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',17
262,Pomaranče           ,K,1.38801261829653,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',17
263,KBio.Cibuľa žltá500g,K,0.68,10.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',5
264,Petržlen praný      ,K,2.965116279069768,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',5
265,7Days BR pizza 80g  ,K,0.79,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',26
266,Kaufland Card       ,Z,-0.2,20.0,2,6,2023-10-16 07:04:43,2023-10-16 23:03:10,3,system,b'\x00',39
267,Kaizerka 60 g       ,K,0.15,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',41
268,Lion cerál.650g     ,K,4.59,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',19
269,Kaufland Card       ,Z,-0.8,20.0,2,6,2023-10-16 07:04:43,2023-10-16 23:03:10,3,system,b'\x00',39
270,Chocapic 650 g      ,K,4.59,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',52
271,Cini-minis 650g     ,K,4.59,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',8
272,Kaufland Card       ,Z,-0.4,20.0,2,6,2023-10-16 07:04:43,2023-10-16 23:03:10,3,system,b'\x00',39
273,K.Trstin.cukor 500g ,K,1.29,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',56
274,Kypr.prášok 15g     ,K,0.39,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',30
275,Sézam lúpaný 150g   ,K,0.99,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',49
276,Vanilkový cukor 8g  ,K,0.3299999999999999,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',56
277,"Barilla Coqui.,500g ",K,1.99,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',32
278,Milka čokoláda 270g ,K,3.49,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',32
279,Kaufland Card       ,Z,-0.7,20.0,2,6,2023-10-16 07:04:43,2023-10-16 23:03:10,3,system,b'\x00',39
280,Erce niťovky lis200g,K,0.65,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',43
281,"K.Ocot,1 L          ",K,0.5499999999999999,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',10
282,"Extra Virgin 0,5L   ",K,7.99,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',32
283,RM tuniak 3x80g     ,K,5.69,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',58
284,ZvolSmJoJaho320g    ,K,0.79,10.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',4
285,ZvolSmJoČok320g     ,K,0.79,10.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',4
286,Zvol.jog.čuč320g    ,K,0.79,10.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',4
287,Fantasia chok 100g  ,K,0.59,10.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',4
288,"ZLT Mlieko 3,6% 1l  ",K,1.19,10.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',9
289,Vajcia voľ.výbeh10ks,K,3.29,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',24
290,Pribi kapsík van 70g,K,0.89,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',4
291,Zvol.jog.gr 320g    ,K,1.65,10.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',4
292,Tatr. maslo 250g    ,K,2.89,10.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',12
293,Bev.od.tamp.AV.120ks,K,1.19,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',62
294,K. papier napeč30ks ,K,1.25,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',30
295,K. potrav.fólia 30m ,K,0.69,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',2
296,"Bernard bezlep. 0,5l",K,1.39,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',11
297,Fľaša #             ,K,0.27,0.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',11
298,KnedlíčkyJahod500g  ,K,2.19,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',39
299,Miniti malin.500g   ,K,2.39,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',45
300,Kaufland Card       ,Z,-0.1,20.0,2,6,2023-10-16 07:04:43,2023-10-16 23:03:10,3,system,b'\x00',39
301,Minit marh.500g     ,K,2.39,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',5
302,Minitky čoko500g    ,K,2.39,20.0,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00',32
303,"Pentel Sign Pen Artist, fixky so štetcom   12ks",K,34.9,20.0,5,7,2023-11-24 21:17:45,2023-11-24 21:24:13,7,7,b'\x00',13
304,"Výkres akvarelový na maľovanie, 270x390mm, 180g, 20l.",K,11.9,20.0,5,7,2023-11-24 21:17:45,2023-11-24 21:24:13,7,7,b'\x00',11
305,Fernet Citrus 27% 1l,K,9.89,20.0,2,2,2023-11-27 11:22:45,2023-11-27 11:23:02,1,1,b'\x00',19
306,Rožok 50 g          ,K,0.1,10.0,2,2,2023-11-27 11:22:45,2023-11-27 11:23:02,1,1,b'\x00',41
307,Košický med 70g     ,K,0.69,20.0,2,2,2023-11-27 11:22:45,2023-11-27 11:23:02,1,1,b'\x00',39
308,Silan avi MM 1450ml ,K,2.49,20.0,2,2,2023-11-27 11:22:45,2023-11-27 11:23:02,1,1,b'\x00',68
309,Kaufland Card       ,Z,-0.2,20.0,2,2,2023-11-27 11:22:45,2023-11-27 20:20:05,1,system,b'\x00',39
310,Discreet slip.v.60ks,K,0.6,20.0,2,2,2023-11-27 11:22:45,2023-11-27 11:23:02,1,1,b'\x00',63
311,Vrecia 35l 30ks     ,K,1.49,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',2
312,"Lipton Earl Gr.37,5g",K,0.79,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',19
313,Bev.kozm.vrec.150ks ,K,0.66,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',62
314,Sunar kašička 120g  ,K,1.09,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',50
315,Čerst.mlieko 1L     ,K,0.99,10.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',9
316,Krás.žl.vajcia M10ks,K,1.15,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',24
317,Karička.salám.100g  ,K,1.79,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',42
318,K.Tav.syr gouda 200g,K,1.19,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',20
319,ZLT Smot.na šľ.180ml,K,0.66,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',15
320,Fala droždie 42 g   ,K,0.25,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',30
321,"RajoAcidko3,6%250g  ",K,0.45,10.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',9
322,Pribin. van. 125g   ,K,1.19,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',4
323,Radoma losos400g    ,K,6.29,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',38
324,KPur.Br.krkov.bk vc ,K,2.8505747126436782,10.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',16
325,Domáca gazd. slanina,K,8.984375,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',42
326,"MagnesiaJem.per.1,5l",K,0.79,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',3
327,Jablko Gala         ,K,0.6867283950617283,10.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',17
328,Mrkva 1kg           ,K,0.49,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',5
329,Zemiaky žlté 2kg    ,K,0.95,10.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',5
330,Čučoriedky 300g (ks),K,2.29,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',17
331,Banány              ,K,1.5876777251184837,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',17
332,Br.panenská sv.     ,K,4.994450610432852,10.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',33
333,Vysočina saláma     ,K,6.913580246913581,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',42
334,Strojová šunka      ,K,8.924050632911392,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',33
335,Štud.pečať ml.90g   ,K,1.29,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',32
336,Kaufland Card       ,Z,-0.3,20.0,2,2,2023-11-27 11:22:46,2023-11-27 20:20:05,1,system,b'\x00',39
337,Zlaté venč. kak.150g,K,0.59,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',39
338,K.Mandle v čok.100g ,K,0.69,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',32
339,Milka H.Cows 100g   ,K,0.99,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',32
340,Horalky 50g         ,K,0.42,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',32
341,K. Trubič.čoko.280g ,K,0.99,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',9
342,K.perníky horké500g ,K,1.39,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',13
343,Orion banány čok.45g,K,0.29,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',32
344,Kaufland Card       ,Z,-0.04,20.0,2,2,2023-11-27 11:22:46,2023-11-27 20:20:05,1,system,b'\x00',39
345,Orion Višne čok.45g ,K,0.29,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',32
346,Pleten.pekan.or.88g ,K,0.39,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',32
347,Tuniak steak 2x80g  ,K,1.99,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',58
348,Hl.múka 00ext.1kg   ,K,0.79,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',56
349,Hamé džem jah.300g  ,K,1.59,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',66
350,RM Los.krém100g     ,K,2.99,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',29
351,Listk.cesto275g     ,K,1.33,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',30
352,ZLT Slov.šunka 100g ,K,0.95,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',33
353,Malokarp. saláma 75g,K,1.29,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',42
354,Jemná saláma 100 g  ,K,0.69,20.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',33
355,"RioF.JabCvikla0,2l  ",K,1.19,10.0,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00',48
356,01 PZWARA3 P-SWEAT                      ,K,39.99,20.0,6,8,2023-11-27 11:23:57,2023-11-27 11:23:57,1,1,b'\x00',68
357,"Galces a.u.v., tbl 1",K,1.1,10.0,7,9,2023-11-27 19:26:50,2023-11-27 19:30:22,1,1,b'\x00',8
358,Pomelo              ,K,1.99,20.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',17
359,Zľava Lidl Plus     ,Z,-0.2,20.0,3,10,2023-11-29 18:11:52,2023-11-29 20:20:39,7,system,b'\x00',49
360,Instant. kakao náp  ,K,4.19,20.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',32
361,Cukor múčka 1kg     ,K,1.59,20.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',56
362,Smile gummi ovocie  ,K,0.59,20.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',32
363,"Gran.Padano,strúh.  ",K,2.89,20.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',20
364,Kmotrovky farmár.   ,K,1.99,20.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',42
365,Uhorky šalátové     ,K,0.99,10.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',5
366,Zakys.smotana 16%   ,K,0.65,10.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',15
367,Brokolica 500g      ,K,1.89,10.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',5
368,Zemiaky             ,K,1.2906976744186047,10.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',5
369,Cherry par.datľové  ,K,2.19,10.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',5
370,Kaiserka            ,K,0.15,20.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',41
371,Mandarínky Satsumas ,K,0.9836065573770492,20.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',17
372,Taštička med.-mak.  ,K,0.59,20.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',39
373,Ružový donut        ,K,0.44,20.0,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00',39
374,Kaiserka cereálna   ,K,0.16,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',41
375,Zľava Lidl Plus     ,Z,-0.16,20.0,3,11,2023-11-29 18:40:45,2023-11-29 20:20:39,7,system,b'\x00',49
376,RELAX               ,K,1.15,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',18
377,Tvaroh hrudk.250g   ,K,1.19,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',20
378,Bio mlieko 4%       ,K,1.49,10.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',9
379,Farm. rezne mix     ,K,7.987499999999999,10.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',16
380,Karfiol             ,K,3.39,10.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',5
381,Dusená šunka Pure   ,K,1.49,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',33
382,Kuracia šunka       ,K,1.49,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',33
383,Banány              ,K,1.6888888888888889,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',17
384,Cherry par.datľ.    ,K,3.89,10.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',5
385,"Biely jogurt 3,7%   ",K,0.77,10.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',4
386,Paprika žltá        ,K,3.491379310344828,10.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',5
387,Cuketa              ,K,2.303370786516854,10.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',5
388,Uhorky šalátové     ,K,1.29,10.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',5
389,Kešu - med          ,K,2.29,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',23
390,Kaiserka            ,K,0.15,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',41
391,Makový slimák       ,K,0.69,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',39
392,Rožok pľundrový     ,K,0.74,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',41
393,Perník.srdcia hor.  ,K,2.29,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',70
394,Dom. kocky v b.č.   ,K,2.49,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',41
395,Tuc syr             ,K,0.69,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',20
396,Potravinár. farba   ,K,2.49,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',72
397,Teekanne lesné ov.  ,K,1.99,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',52
398,Mandarínky Satsumas ,K,2.294117647058824,20.0,3,11,2023-11-29 18:40:45,2023-11-29 18:40:58,7,7,b'\x00',17
399,EduschoCCStrong1000g,K,9.49,20.0,2,2,2023-11-30 17:34:26,2023-11-30 17:34:44,1,system,b'\x00',52
400,Záloha PET #        ,K,0.15,0.0,2,2,2023-11-30 17:34:26,2023-11-30 17:34:44,1,system,b'\x00',1
401,"Hrozno.šťav.č.0,75l ",K,3.99,10.0,2,2,2023-11-30 17:34:26,2023-11-30 17:34:44,1,system,b'\x00',17
402,"ZLT Mlieko 1,5% 1l  ",K,0.99,10.0,2,2,2023-11-30 17:34:26,2023-11-30 17:34:44,1,system,b'\x00',9
403,Kaufland Card       ,Z,-0.15,10.0,2,2,2023-11-30 17:34:26,2023-12-01 00:52:46,1,system,b'\x00',39
404,WD40 - 450 ml       ,K,5.99,20.0,2,2,2023-11-30 17:34:26,2023-11-30 17:34:44,1,system,b'\x00',2
405,"K.Rep.olej,1 l      ",K,1.55,20.0,2,2,2023-11-30 17:34:26,2023-11-30 17:34:44,1,system,b'\x00',10
406,Kaufland Card       ,Z,-0.06,20.0,2,2,2023-11-30 17:34:26,2023-12-01 00:52:46,1,system,b'\x00',39
407,Milka čokoláda 270g ,K,2.39,20.0,2,2,2023-11-30 17:34:26,2023-11-30 17:34:44,1,system,b'\x00',32
408,Manner Mignon 400g  ,K,2.89,20.0,2,2,2023-11-30 17:34:26,2023-11-30 17:34:44,1,system,b'\x00',32
409,Linaarašidovhorká50g,K,0.89,20.0,2,2,2023-11-30 17:34:26,2023-11-30 17:34:44,1,system,b'\x00',20
